code; name; state; owner; latitude; longitude; kind; size; difficulty; terrain; status; hidden_date; founds; not_founds; favourites; altitude
GC16FRW;Casa Estudio Carlos Relvas;SANTAREM;sammendes;39.402;-8.489267;TRADITIONAL;REGULAR;1.5;1;AVAILABLE;2007/10/07;643;9;23;23
GC16Z6D;Um museu original;LISBOA;clcortez;38.85855;-9.328517;TRADITIONAL;MICRO;3;1.5;AVAILABLE;2007/10/26;546;13;34;134
GCYNJ1;Na Preguica I - Cascata de Leonte [Peneda-Geres];BRAGA;CrisLuiz;41.754333;-8.14855;MULTI;SMALL;2;4;AVAILABLE;2006/09/26;140;4;2;762
GCM7X7;HELP;LISBOA;k a k a u;39.017517;-9.226483;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2004/12/08;412;2;19;376
GCTMQN;Condestavel [Ourem];SANTAREM;HDV;39.642283;-8.592717;TRADITIONAL;SMALL;1.5;1;AVAILABLE;2006/02/27;980;5;26;308
GCWKW2;Era uma vez... no Jardim da Alameda;FARO;rifkindsss;37.014317;-7.9261;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2006/06/04;999;89;7;-9999999
GC16E3D;Belas Cache;LISBOA;sduarte;38.794183;-9.264783;MULTI;LARGE;2.5;2.5;AVAILABLE;2007/10/20;148;9;13;179
GCRFDP;Pateira de Fermentelos [Agueda];AVEIRO;Macafe;40.573333;-8.527017;MULTI;REGULAR;2;1.5;AVAILABLE;2005/11/26;343;7;16;16
GC15HQV;Teatro Solar [Faro];FARO;alieri;37.025017;-7.944417;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2007/08/30;872;19;3;-9999999
GCXEYT;A Margem do Meio [V.F.Xira, Lisboa];LISBOA;almeidara;38.834417;-8.9678;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2006/08/01;168;12;11;4
GCYM2B;Olh'o Castelo [Torres Vedras];LISBOA;vsergios;39.09475;-9.260983;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2006/10/01;650;22;9;32
GCKN5V;Obidos;LEIRIA;hulkman;39.364067;-9.157017;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2004/09/26;1403;64;39;43
GCWQFK;The Last Eagle [Cabo Sardao];BEJA;Limao;37.600983;-8.816367;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2006/06/17;866;44;17;44
GCYVR7;Miradouros [Vouzela, Viseu];VISEU;almeidara;40.71565;-8.129633;MULTI;REGULAR;1.5;1.5;AVAILABLE;2006/10/13;129;6;4;430
GCPX7M;Passagem para a liberdade [Vilamoura];FARO;olharapo;37.073517;-8.12165;TRADITIONAL;SMALL;2;1;AVAILABLE;2005/07/23;2016;94;16;3
GC10H2Z;PROJECTO VG - S. GENS (SERRA D'OSSA);EVORA;Portelada;38.739467;-7.58385;TRADITIONAL;MICRO;1.5;4;AVAILABLE;2007/01/20;115;7;3;-9999999
GC16F1H;View to Madeira;ARQUIPELAGO DA MADEIRA;Alexpxo;33.029533;-16.3822;TRADITIONAL;SMALL;1.5;2.5;AVAILABLE;2007/10/06;417;3;20;156
GC174KB;Moinhos da Fornea (Folgosinho);GUARDA;smercel;40.497683;-7.510767;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/11/02;158;7;5;-9999999
GCPA00;Linhas de Torres Forte do Zambujal [Ericeira];LISBOA;play mobil;38.94955;-9.390083;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2005/06/13;506;4;47;66
GC158JW;Down Under;FARO;kidloco;37.074483;-8.2864;PUZZLE;REGULAR;3;2;AVAILABLE;2007/09/18;465;34;135;15
GC15AWK;Minas do Ouro Negro [Geoparque Arouca];AVEIRO;daraopedal;40.878783;-8.136;TRADITIONAL;SMALL;1.5;2.5;AVAILABLE;2007/08/21;319;2;23;671
GCVJ73;Penedo da Amizade [Sintra];LISBOA;play mobil;38.792083;-9.390833;TRADITIONAL;REGULAR;2;3.5;AVAILABLE;2006/04/24;596;32;147;370
GC16F96;Percurso da Agua;LISBOA;Kelux;38.755867;-9.258967;MULTI;REGULAR;2;3;AVAILABLE;2007/10/06;293;89;8;86
GCQ05J;O Mar e as Gentes [Ericeira];LISBOA;Bargao_Henriques;38.965117;-9.417167;MULTI;REGULAR;2;2.5;AVAILABLE;2005/08/03;627;7;54;31
GC16QDA;Capela de St. Amaro [Vila do Conde];PORTO;cmcfaria;41.35625;-8.741517;PUZZLE;MICRO;3;1;AVAILABLE;2007/10/16;352;13;0;22
GC16X2A;BG03 - Parapente;LEIRIA;BVGeMCM;39.54545;-8.790817;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2007/10/21;125;4;0;578
GCZW2A;Judaismo [Sinagoga];LISBOA;almeidara;38.72045;-9.1534;MULTI;MICRO;2.5;1.5;AVAILABLE;2006/12/17;515;13;3;84
GC12QF5;Miradouro de  Boticas;VILA REAL;Silvana;41.687633;-7.665867;MULTI;REGULAR;2;1.5;AVAILABLE;2007/05/06;129;8;7;-9999999
GCMFRX;Cerro de S. Miguel [Moncarapacho];FARO;Torgut;37.10215;-7.83275;TRADITIONAL;REGULAR;2;2;AVAILABLE;2005/01/11;410;5;13;363
GC16DF8;Capela de Sao Lourenco [Thomar];SANTAREM;paulohercules;39.5923;-8.405517;TRADITIONAL;SMALL;1;1;AVAILABLE;2007/10/27;772;6;1;48
GC16M14;Santuario da Senhora da Rocha;LISBOA;Kelux;38.721333;-9.24975;MULTI;REGULAR;2;2;AVAILABLE;2007/10/12;317;28;7;28
GC166KP;MIRADOURO DA BONECA;BRAGA;teotonio;41.72775;-8.171183;TRADITIONAL;SMALL;2.5;4;AVAILABLE;2007/09/24;426;6;35;683
GCF83C;A fronteira de Baixo [Castro Laboreiro];VIANA DO CASTELO;rob_geo;41.94855;-8.184467;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2003/04/12;88;7;11;571
GC15TPE;Sr. da Saude [Vale de Cambra];AVEIRO;daraopedal;40.800983;-8.382833;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2007/09/08;233;2;0;687
GCMA7E;Na Mouche;LISBOA;btrodrigues;38.792633;-9.091483;PUZZLE;REGULAR;3;1.5;AVAILABLE;2004/12/20;434;65;14;0
GCTHFG;Numb3rs [Lisboa];LISBOA;almeidara;38.762867;-9.0954;PUZZLE;MICRO;2;1;AVAILABLE;2006/02/20;1217;34;8;7
GCZ4JT;Fonte Santa da Fornalha [Alferce, Monchique];FARO;ShadowLord;37.29795;-8.4946;TRADITIONAL;SMALL;2.5;3.5;AVAILABLE;2006/10/29;128;12;25;101
GC88D3;Castelo dos Mouros;LISBOA;MAntunes;38.792783;-9.387783;TRADITIONAL;REGULAR;4;3.5;AVAILABLE;2002/09/01;706;184;123;388
GC155XY;Age of Aquarius;LISBOA;juquinha;38.699167;-9.237833;PUZZLE;SMALL;2.5;1;DISABLED;2007/08/15;344;29;2;4
GCY37F;XXL Challenge - [Minas dos Carris];VILA REAL;Walcarr;41.8116;-8.043283;TRADITIONAL;REGULAR;2;4.5;AVAILABLE;2006/09/02;254;4;54;1391
GCYNHZ;Cinco Quinas [Sabugal];GUARDA;pipl;40.351483;-7.094733;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2006/10/04;467;7;4;746
GC15B20;E fez-se luz! [Arouca - pt+en];AVEIRO;caixeiros;40.879217;-8.134017;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/08/21;302;5;18;667
GC151A2;Beleza da Barragem do Alto Rabagao;VILA REAL;Silvana;41.745533;-7.775717;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/08/04;158;0;8;884
GCH37D;Alto da Memoria;LISBOA;B.O.D.A.;38.777933;-9.439783;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2003/10/19;561;15;18;-9999999
GC161RE;Barragem Eng. Duarte Pacheco -Vale Cambra;AVEIRO;daraopedal;40.850367;-8.350533;TRADITIONAL;SMALL;2;3;AVAILABLE;2007/09/18;255;5;6;356
GC127CE;Baia do Seixal;SETUBAL;PPereira;38.639933;-9.105767;TRADITIONAL;SMALL;1.5;1;AVAILABLE;2007/04/16;964;19;5;5
GCN6YP;The sun watch of Margiochi;EVORA;Zimbra Team;38.56735;-7.910983;TRADITIONAL;SMALL;1.5;1.5;DISABLED;2005/03/24;1197;86;3;-9999999
GCGTWC;Armacao do Barril;FARO;NCarvalho;37.089667;-7.662617;TRADITIONAL;REGULAR;2;3;AVAILABLE;2003/08/29;678;20;7;3
GC16KXG;Espelho de Agua [Beja];BEJA;alieri;38.02185;-7.874717;TRADITIONAL;MICRO;1.5;1;AVAILABLE;2007/10/07;571;20;8;235
GC8F8B;The Lying Man [ Valenca ];VIANA DO CASTELO;flashkent;41.990017;-8.549917;TRADITIONAL;REGULAR;3.5;3.5;AVAILABLE;2002/09/15;73;3;23;582
GC14VBW;A Aldeia Abandonada do Funcho [Silves];FARO;clcortez;37.268883;-8.370783;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/09/09;333;1;35;97
GC15WT1;Mas afinal o que e isto? [Azurara - Vila do Conde];PORTO;eniel;41.338967;-8.727583;PUZZLE;SMALL;3;1.5;AVAILABLE;2007/09/11;291;5;2;12
GCQXCZ;Costa Azul [Santiago Cacem];SETUBAL;G@tos;38.0578;-8.81955;TRADITIONAL;SMALL;2;3;AVAILABLE;2005/10/08;253;3;11;22
GC10KYW;TF-01 Nascentes do Lena [Porto de Mos];LEIRIA;trifaisca;39.579033;-8.813;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/01/28;233;2;3;192
GC16Z5Y;ES A GRACA DE VILA CAIZ;PORTO;eterlusitano;41.240767;-8.137667;TRADITIONAL;SMALL;2.5;3;AVAILABLE;2007/10/26;75;10;1;440
GC154CN;My Precious...;SANTAREM;tiand;39.551367;-8.293983;TRADITIONAL;REGULAR;3;5;AVAILABLE;2007/07/31;269;5;23;-9999999
GCN5ND;Epigenia do Ceira;COIMBRA;grade;40.176683;-8.17345;TRADITIONAL;REGULAR;4;4;AVAILABLE;2005/03/19;217;21;63;148
GCQ7QE;O Ascensor do Lavra / The Lavra Funicular;LISBOA;rifkindsss;38.717933;-9.141283;TRADITIONAL;MICRO;2;2.5;AVAILABLE;2005/08/21;1853;34;28;-9999999
GCJW6E;Cristo Rei [Almada];SETUBAL;btrodrigues;38.678433;-9.170417;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2004/07/03;1813;43;55;-9999999
GC11TK4;ALCOA PASSA ... POR ALCOBACA;LEIRIA;NSilva & Gorete;39.5369;-8.940917;MULTI;REGULAR;2;2.5;AVAILABLE;2007/03/31;178;10;5;63
GC152MJ;Caixinha de Musica;LISBOA;nunogil;38.749633;-9.179967;MULTI;SMALL;2;1;AVAILABLE;2007/08/11;391;34;12;-9999999
GC15XNT;Lenda de N. Sra. das Neves [Bagunte-Vila do Conde];PORTO;eniel;41.3895;-8.64465;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/09/13;297;1;3;-9999999
GCP6G6;Azenha do Tenente  [Fragoso ? Barcelos];BRAGA;OlhoMeirinho;41.621483;-8.712117;TRADITIONAL;NOT_CHOSEN;2;2.5;AVAILABLE;2005/06/05;242;11;0;25
GC10ZNM;DP30 - Montesinho;BRAGANCA;danieloliveira;41.95295;-6.761433;TRADITIONAL;REGULAR;1;2;AVAILABLE;2007/03/05;124;0;3;1213
GCXW7V;Serra de Alvaiazere;LEIRIA;Paulo Martins;39.8271;-8.411533;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2006/08/21;244;3;3;605
GCMJ6D;Cava de Viriato / Viriato's Wall [Viseu];VISEU;rifkindsss;40.6653;-7.911833;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2004/12/27;1178;87;11;449
GC15FJM;Arnadelo (Vila Real);VILA REAL;prodrive;41.261067;-7.793433;TRADITIONAL;SMALL;1;2;AVAILABLE;2007/08/27;132;1;2;679
GCPAQZ;A Geologia e as Linhas de Torres [Mafra];LISBOA;Bargao_Henriques;39.018717;-9.37725;MULTI;REGULAR;2;3;AVAILABLE;2005/06/13;128;10;11;-9999999
GCT93C;Piago;VILA REAL;pascoa;41.674783;-7.321067;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/01/29;75;3;5;590
GC1779Z;A Passagem [Cartaxo];SANTAREM;FamiliaSilvestre;39.104717;-8.73335;TRADITIONAL;SMALL;2.5;2.5;AVAILABLE;2007/11/03;348;15;23;5
GC156CP;Ponta do Landeiro [Milfontes Powertrail #6];BEJA;btrodrigues;37.7477;-8.81045;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2007/08/13;403;0;11;19
GCMD0V;A crianca que veio do passado [Leiria];LEIRIA;Baunilha & Chocolate;39.756517;-8.73405;TRADITIONAL;REGULAR;2;3;AVAILABLE;2005/01/01;389;19;11;-9999999
GC12MV8;Santo Isidro de Pegoes [Montijo];SETUBAL;Tanyne;38.681733;-8.664017;TRADITIONAL;SMALL;1;1;AVAILABLE;2007/05/05;542;11;7;60
GC178D3;A torre do javali;EVORA;Francis Carm;38.222433;-7.4776;MULTI;REGULAR;4;4;AVAILABLE;2007/11/05;16;0;3;151
GCVN3W;The Mountain Shrine [Lousa];COIMBRA;Geografo;40.0983;-8.236367;TRADITIONAL;MICRO;3.5;2;AVAILABLE;2006/04/24;585;7;30;-9999999
GC10QP1;Brick in the Wall [Aldeia Galega da Merceana];LISBOA;NFreitas;39.086233;-9.10775;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/02/03;257;13;3;-9999999
GC15KMM;Barragem da Bouca;LEIRIA;salta-pocinhas;39.8549;-8.222967;TRADITIONAL;REGULAR;2;3;AVAILABLE;2007/09/02;128;4;4;-9999999
GC15PPR;The Lagos 6 + 1 - #4 Odiaxere;FARO;Team Caracache;37.148817;-8.6559;MULTI;SMALL;2;2.5;AVAILABLE;2007/09/05;164;15;14;12
GCKH20;BH06 Estrela Garden [Lisboa];LISBOA;prodrive;38.714217;-9.15805;TRADITIONAL;MICRO;2;2;DISABLED;2004/09/11;935;74;11;84
GC14EE5;?Just another Spot? [Cordoama];FARO;Walcarr;37.105517;-8.9369;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2007/07/16;420;3;17;94
GC15VRB;Moinho das Pernadas [Odeleite];FARO;NFreitas;37.34695;-7.468717;TRADITIONAL;MICRO;1.5;1;AVAILABLE;2007/09/10;149;3;7;17
GC15ZQA;BALNEARIO DO CASTRO  PENA GRANDE  GALEGOS-BARCELOS;BRAGA;teotonio;41.5685;-8.5694;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2007/09/16;237;2;0;173
GC1594G;PRAIA FLUVIAL DE FERMIL;BRAGA;eterlusitano;41.42735;-7.98395;TRADITIONAL;SMALL;2;1.5;AVAILABLE;2007/08/20;172;1;8;173
GCX69C;O Naufragio do San Pedro de Alcantara [Peniche];LEIRIA;paulohercules;39.375167;-9.3786;TRADITIONAL;OTHER_SIZE;2;2;AVAILABLE;2006/07/16;1492;49;69;2
GCVDGM;Matinha de Queluz #2;LISBOA;afonso_loureiro;38.744483;-9.258817;TRADITIONAL;SMALL;2;2;DISABLED;2006/07/23;607;9;2;-9999999
GCWVKQ;The Stolen Gold of Romarigaes  [Paredes de Coura];VIANA DO CASTELO;Os Cacheiros Viajantes;41.866867;-8.6254;MULTI;REGULAR;3.5;3.5;AVAILABLE;2006/06/28;52;4;9;231
GC11BWX;DP32 - Vila Boa de Ousilhao;BRAGANCA;danieloliveira;41.805767;-6.9166;TRADITIONAL;SMALL;1.5;3;AVAILABLE;2007/03/08;45;0;0;639
GCZKKP;Hike it! [Lagoa de Santo Andre];SETUBAL;FGV;38.09385;-8.782283;TRADITIONAL;MICRO;1;2;AVAILABLE;2006/11/21;329;43;6;7
GC1409E;Arvores de Interesse Publico [Lx];LISBOA;RuiJSDuarte;38.7163;-9.148433;MULTI;SMALL;1.5;1.5;AVAILABLE;2007/06/29;110;21;20;-9999999
GC155DB;Sao Rafael [Albufeira];FARO;hulkman;37.073917;-8.282667;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/08/11;1553;19;97;-9999999
GCKGDF;Tou a Nora... [Galafura];VILA REAL;Silvana;41.173083;-7.67235;MULTI;REGULAR;1;1;AVAILABLE;2004/09/05;126;9;12;617
GC112QB;Alcabri Que?;LISBOA;PLnauta;39.174533;-9.346867;TRADITIONAL;REGULAR;2;3;DISABLED;2007/03/21;228;7;15;80
GCJ014;2# PT Travassos   aka    TRAVASSOS  [Vila Real];VILA REAL;Portelada;41.425817;-7.84445;TRADITIONAL;REGULAR;2;3;AVAILABLE;2004/03/23;101;3;1;696
GCZZ8B;Tou Xim [Odivelas];LISBOA;almeidara;38.782367;-9.200133;TRADITIONAL;REGULAR;1;2.5;AVAILABLE;2006/12/27;321;14;6;-9999999
GC10TD6;Dia de Sao Valentim [Lisboa];LISBOA;Gui&Saavedra;38.708967;-9.17;MULTI;NOT_CHOSEN;1;1.5;AVAILABLE;2007/02/05;339;11;25;37
GC15994;Moinho da Tramaga;PORTALEGRE;TonyMary;39.229283;-8.02755;MULTI;SMALL;1.5;1.5;AVAILABLE;2007/08/19;126;11;7;-9999999
GC13J9M;Seaside Paradise;FARO;kidloco;37.088467;-8.1957;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/06/29;1182;17;67;3
GC17AKM;Forte do Cavalo - Farois de Portugal;SETUBAL;PPereira;38.43465;-9.116317;TRADITIONAL;REGULAR;2;2.5;AVAILABLE;2007/11/10;849;15;1;8
GC14RQQ;Into the Unknown [Torredeita, Viseu];VISEU;Bringer;40.634539;-8.028031;MULTI;REGULAR;2;3.5;AVAILABLE;2007/07/28;67;7;3;420
GCRAQA;Cabreia Paradise (Sever do Vouga);AVEIRO;zoom_bee;40.753567;-8.38995;TRADITIONAL;REGULAR;2;3;AVAILABLE;2005/11/13;511;21;77;260
GC16W4E;Miradouro de Montemor-o-Velho;COIMBRA;Tres Marias;40.184433;-8.678067;TRADITIONAL;MICRO;1;2;AVAILABLE;2007/10/20;684;4;0;78
GCN2CV;Goldra on the 8th degree;FARO;talkgb;37.11195;-8.000167;TRADITIONAL;REGULAR;2;3;AVAILABLE;2005/03/06;370;0;9;277
GCQM5B;The Waterfall [Pitoes das Junias];VILA REAL;razalas;41.8298;-7.950083;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2005/09/14;473;4;52;950
GCXQFP;Sal da Cobra [Figueira da Foz];COIMBRA;rebordao;40.1112;-8.830733;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/08/16;499;10;47;3
GCVJ0A;Tangram [Lisboa];LISBOA;hulkman;38.701667;-9.153333;PUZZLE;SMALL;4;1.5;AVAILABLE;2006/04/24;176;18;20;0
GC14JYA;Praia da Falesia [Vilamoura];FARO;prodrive;37.0787;-8.1395;TRADITIONAL;REGULAR;1;2;AVAILABLE;2007/07/23;1280;33;24;7
GC1627H;460 million year old bookshop - DP/EC12 ;COIMBRA;danieloliveira;40.282617;-8.265317;EARTHCACHE;NOT_CHOSEN;1;1;AVAILABLE;2007/09/19;416;5;25;54
GCZ85M;Alte la baixo [Alte];FARO;& Company;37.231633;-8.179467;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/11/01;527;29;69;150
GCY9RQ;TP01 - O Sofa de Bucelas [Bucelas];LISBOA;Peter!;38.879283;-9.127617;TRADITIONAL;SMALL;3.5;5;AVAILABLE;2006/09/14;81;5;20;126
GC14Y9J;Moinhos Gemieira (Ecopista Ponte Lima-Ponte Barca);VIANA DO CASTELO;cou;41.783133;-8.52405;TRADITIONAL;REGULAR;1.5;2;AVAILABLE;2007/08/05;342;4;22;-9999999
GCHWVE;Afloramentos Graniticos;LISBOA;RASD;38.76105;-9.435083;TRADITIONAL;REGULAR;2;3;AVAILABLE;2004/03/11;544;12;81;329
GC13ZX0;Nascente do Rio Este;BRAGA;jcr;41.577283;-8.33475;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/06/28;198;5;1;479
GC9F38;The Treasure Island;SANTAREM;MAntunes;39.461967;-8.384283;TRADITIONAL;REGULAR;2.5;2;AVAILABLE;2002/10/19;741;31;103;21
GCWKCV;Escadinhas - Carvoeiro;FARO;matela;37.09365;-8.467017;TRADITIONAL;SMALL;3.5;2;AVAILABLE;2006/08/06;1605;71;378;10
GC13MBA;Agua;VILA REAL;Reino Maravilhoso;41.17365;-7.671567;MULTI;REGULAR;2;2;AVAILABLE;2007/06/14;79;6;5;616
GC127B0;Ermida de Sao Domingos;VISEU;Saltacachinhas;41.1204;-7.746733;TRADITIONAL;REGULAR;1;1.5;AVAILABLE;2007/04/14;227;11;0;716
GC16Y7Q;A freguesia mais pequena de Portugal;EVORA;luis74;38.9156;-7.506133;TRADITIONAL;SMALL;1;1.5;AVAILABLE;2007/10/20;125;3;7;-9999999
GC14F1X;Nossa Senhora da Memoria;LEIRIA;GEOCHUSSOS;39.813936;-8.404533;TRADITIONAL;REGULAR;1;3;AVAILABLE;2007/07/18;234;0;8;398
GC16GEA;Alem Splash Cache;PORTALEGRE;geosuchs;39.039283;-7.759167;TRADITIONAL;NOT_CHOSEN;1.5;1.5;AVAILABLE;2007/10/07;114;1;4;125
GC1136Y;497 tiratira metemete [Lourel];LISBOA;2 Cotas;38.8179;-9.3868;MULTI;NOT_CHOSEN;2.5;1.5;AVAILABLE;2007/02/23;132;41;17;144
GC115GG;Footprints in the sand - DP/EC8;LISBOA;danieloliveira;38.80965;-9.479367;EARTHCACHE;NOT_CHOSEN;1.5;3;AVAILABLE;2007/02/26;248;1;31;49
GC16JGV;O Mar Salgado...;LISBOA;Team Ferreira;38.825517;-9.4694;MULTI;SMALL;1.5;2;AVAILABLE;2007/10/10;240;12;5;3
GCQ6ZB;Ria de Alvor - E preciso proteger;FARO;Psipsina;37.12345;-8.613617;TRADITIONAL;SMALL;2;2.5;AVAILABLE;2005/08/19;849;15;15;3
GCQ7JZ;O Ascensor da Bica / The Bica Funicular;LISBOA;rifkindsss;38.7086;-9.146883;TRADITIONAL;MICRO;2;1.5;DISABLED;2005/08/21;1373;122;61;20
GC16FTZ;Mondadeiras de V. de Maceiras sobre 99 passadeiras;PORTALEGRE;geosuchs;39.061283;-7.586967;TRADITIONAL;REGULAR;1;1;AVAILABLE;2007/10/07;66;1;2;179
GC176VF;Mata da Margaraca [Arganil];COIMBRA;riraposo;40.215733;-7.918617;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2007/11/05;369;5;18;576
GC14BRP;Forgotten Gardens [Oeiras];LISBOA;Bringer;38.698239;-9.316369;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/07/14;561;10;121;14
GC171VN;Viriatus eram prognatus hic [Lusitania];GUARDA;almeidara;40.322383;-7.685833;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/10/29;126;12;4;811
GC15NXD;The Lagos 6+1: #5 - Sao Sebastiao;FARO;Team Caracache;37.101433;-8.677867;MULTI;SMALL;1.5;2;AVAILABLE;2007/09/04;187;2;3;-9999999
GCTAGF;North / South [Lisboa];LISBOA;Felinos;38.7136;-9.179467;TRADITIONAL;REGULAR;2;2;AVAILABLE;2006/02/04;513;17;7;71
GC15D70;Rego do Boi [Arouca];AVEIRO;daraopedal;40.972467;-8.138667;TRADITIONAL;SMALL;1.5;2;AVAILABLE;2007/08/25;94;2;5;579
GCW978;Placido [Pte de Lima - pt+en];VIANA DO CASTELO;caixeiros;41.7803;-8.605917;TRADITIONAL;SMALL;1;1;AVAILABLE;2006/05/27;472;1;10;214
GC15J9Z;Circuito de Vila do Conde;PORTO;cmcfaria;41.344283;-8.745767;TRADITIONAL;MICRO;1.5;1;AVAILABLE;2007/08/31;935;45;0;4
GCN1A1;Porta da Traicao;LEIRIA;olharapo;39.747167;-8.809833;TRADITIONAL;REGULAR;2;4;AVAILABLE;2005/03/07;1126;52;157;-9999999
GC11NWC;O Mundo Dividido [Alcacovas];EVORA;almeidara;38.3954;-8.154517;MULTI;REGULAR;1.5;1.5;AVAILABLE;2007/03/24;159;13;3;217
GCWMCG;Fortaleza de Santa Catarina [Portimao];FARO;clcortez;37.116567;-8.529883;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2006/06/12;2393;77;24;-9999999
GCPPXN;The Green Deep;VIANA DO CASTELO;zoom_bee;42.038333;-8.15655;TRADITIONAL;REGULAR;2;2;AVAILABLE;2005/07/09;285;15;8;940
GC13D90;Cruziana [Penha Garcia];CASTELO BRANCO;Bargao_Henriques;40.044167;-7.01485;EARTHCACHE;NOT_CHOSEN;1.5;2;AVAILABLE;2007/06/04;209;2;32;500
GC25BB;Pela Pre-Historia do Alentejo;EVORA;MAntunes;38.539417;-8.0142;MULTI;REGULAR;1.5;1.5;AVAILABLE;2001/10/30;194;15;27;219
GCWA0A;Surf Spot [Mafra];LISBOA;Bargao_Henriques;39.00065;-9.42525;TRADITIONAL;REGULAR;1.5;2.5;AVAILABLE;2006/05/29;520;2;12;10
GC101DW;As Duas Torres [Minas Tirith];SETUBAL;almeidara;38.634217;-9.1865;MULTI;REGULAR;2.5;2.5;AVAILABLE;2007/01/01;193;25;8;49
GC13Z4G;Tongobriga Roman City;PORTO;kidloco;41.165483;-8.146217;TRADITIONAL;SMALL;2;2;AVAILABLE;2007/06/29;224;5;8;-9999999
GC10QP0;Real Fabrica do Gelo [Montejunto];LISBOA;NFreitas;39.177633;-9.050783;TRADITIONAL;REGULAR;2;1.5;AVAILABLE;2007/02/03;555;20;38;537
GC157ZG;K6 Fojo [Arrabida];SETUBAL;bolacha;38.454833;-9.0157;TRADITIONAL;SMALL;2;3.5;AVAILABLE;2007/08/18;198;19;66;5
GCM6HK;The Wolf Trap (Vila Real);VILA REAL;zoom_bee;41.391117;-7.71955;TRADITIONAL;REGULAR;1.5;1.5;AVAILABLE;2004/12/01;142;2;13;833
GC14VBT;Praca Forte de Peniche;LEIRIA;B.O.D.A.;39.354;-9.380167;MULTI;SMALL;1.5;1.5;AVAILABLE;2007/08/31;913;131;7;-9999999
GCG9P6;Taipa [Paderne];FARO;afonso_loureiro;37.159383;-8.199967;TRADITIONAL;REGULAR;2.5;3;AVAILABLE;2003/06/15;667;5;9;-9999999
GC15CGR;Zavial Beach [Vila do Bispo];FARO;Jdmarques;37.0462;-8.87255;TRADITIONAL;SMALL;2;3;AVAILABLE;2007/08/24;609;12;24;6
GCMZMQ;Petals Around The Rose [Lisboa];LISBOA;btrodrigues;38.75;-9.083333;PUZZLE;SMALL;2.5;1.5;AVAILABLE;2005/03/03;428;41;27;0
GC14N3M;Castro de Romariz [S.M. Feira];AVEIRO;daraopedal;40.945967;-8.459933;TRADITIONAL;SMALL;1.5;1.5;AVAILABLE;2007/07/22;193;7;6;355
GCX9P2;Pedra da Ferida [Penela];COIMBRA;gredinha;40.0205;-8.325;MULTI;SMALL;3;2.5;AVAILABLE;2006/07/22;175;21;46;-9999999
GC12Z01;Obelisco da Memoria [Perafita - Matosinhos];PORTO;p@Che;41.232033;-8.7215;TRADITIONAL;MICRO;1.5;1.5;AVAILABLE;2007/05/16;1103;26;9;6
GC1777K;PR5 - ROTA DOS ESPIGUEIROS - CRUZ DO PENSAL ;BRAGA;eterlusitano;41.507867;-8.064517;TRADITIONAL;MICRO;2.5;2;AVAILABLE;2007/11/05;53;0;0;522
GCNGJQ;Salta Fronteiras entre Fafe Felgueiras;BRAGA;saltafronteiras;41.409667;-8.183483;TRADITIONAL;SMALL;3;3;AVAILABLE;2005/04/16;76;5;1;-9999999
GCGQQ5;Up, up, up !;CASTELO BRANCO;jppina;40.321033;-7.612583;TRADITIONAL;SMALL;2;1;AVAILABLE;2003/08/24;2227;33;66;1987
